air_pollution_index,wind_direction,temperature,rain_p_h,snow_p_h,clouds_all,weather_type,weather_description,traffic_volume,time,Month,Year,day
0.38408304498269896,0.913888888888889,0.9352452634310926,0.0,0.0,0.4,1,0.6486486486486487,5545,9,10,2012,2
0.5813148788927336,0.9166666666666667,0.9387490267324163,0.0,0.0,0.75,1,0.05405405405405406,4516,10,10,2012,2
0.356401384083045,0.913888888888889,0.939462756293797,0.0,0.0,0.9,1,0.5135135135135136,4767,11,10,2012,2
0.03460207612456748,0.913888888888889,0.9412470801972489,0.0,0.0,0.9,1,0.5135135135135136,5026,12,10,2012,2
0.9377162629757786,0.913888888888889,0.9445237477290422,0.0,0.0,0.75,1,0.05405405405405406,4918,13,10,2012,2
0.04498269896193771,0.9111111111111111,0.9464053983908643,0.0,0.0,0.01,0,0.7297297297297298,5181,14,10,2012,2
0.6020761245674741,0.9111111111111111,0.9511095250454192,0.0,0.0,0.01,0,0.7297297297297298,5584,15,10,2012,2
0.5432525951557093,0.9083333333333333,0.9533480404879315,0.0,0.0,0.01,0,0.7297297297297298,6015,16,10,2012,2
0.3771626297577855,0.9083333333333333,0.9542564235660524,0.0,0.0,0.2,1,0.10810810810810811,5791,17,10,2012,2
0.5224913494809689,0.9055555555555556,0.9508824292758891,0.0,0.0,0.2,1,0.10810810810810811,4770,18,10,2012,2
0.8062283737024222,0.9055555555555556,0.9439722294316119,0.0,0.0,0.2,1,0.10810810810810811,3539,19,10,2012,2
0.48442906574394473,0.9055555555555556,0.9388139112379964,0.0,0.0,0.01,0,0.7297297297297298,2784,20,10,2012,2
0.40830449826989623,0.9027777777777778,0.9363158577731638,0.0,0.0,0.01,0,0.7297297297297298,2361,21,10,2012,2
0.02768166089965398,0.9027777777777778,0.931611731118609,0.0,0.0,0.01,0,0.7297297297297298,1529,22,10,2012,2
0.6089965397923875,0.9,0.9260641058915131,0.0,0.0,0.01,0,0.7297297297297298,963,23,10,2012,2
0.5121107266435987,0.9,0.9196405398390866,0.0,0.0,0.01,0,0.7297297297297298,321,1,10,2012,3
0.5397923875432526,0.8972222222222223,0.9122112639501687,0.0,0.0,0.01,0,0.7297297297297298,273,2,10,2012,3
0.31487889273356406,0.8972222222222223,0.9119192836750584,0.0,0.0,0.01,0,0.7297297297297298,367,3,10,2012,3
0.5224913494809689,0.8944444444444445,0.9068582922398131,0.0,0.0,0.01,0,0.7297297297297298,814,4,10,2012,3
0.5847750865051904,0.8944444444444445,0.9039060472359202,0.0,0.0,0.01,0,0.7297297297297298,2718,5,10,2012,3
0.28719723183391,0.8944444444444445,0.9026407993771088,0.0,0.0,0.01,0,0.7297297297297298,5673,6,10,2012,3
0.16262975778546712,0.8916666666666667,0.9022839345964184,0.0,0.0,0.01,0,0.7297297297297298,6511,8,10,2012,3
0.7474048442906575,0.8916666666666667,0.9164287568128732,0.0,0.0,0.01,0,0.7297297297297298,5471,9,10,2012,3
0.26297577854671284,0.888888888888889,0.9472164547106152,0.0,0.0,0.01,0,0.7297297297297298,5097,12,10,2012,3
0.1453287197231834,0.888888888888889,0.9513041785621594,0.0,0.0,0.01,0,0.7297297297297298,4887,13,10,2012,3
0.9100346020761246,0.888888888888889,0.9548079418634831,0.0,0.0,0.01,0,0.7297297297297298,5337,14,10,2012,3
0.21453287197231835,0.9722222222222222,0.957597975603426,0.0,0.0,0.01,0,0.7297297297297298,5692,15,10,2012,3
0.8442906574394464,0.888888888888889,0.9574682065922658,0.0,0.0,0.01,0,0.7297297297297298,6137,16,10,2012,3
0.4117647058823529,0.9166666666666667,0.9526991954321309,0.0,0.0,0.2,1,0.10810810810810811,4623,18,10,2012,3
0.9031141868512111,0.9166666666666667,0.9429340773423306,0.0,0.0,0.2,1,0.10810810810810811,3591,19,10,2012,3
0.8615916955017302,0.888888888888889,0.9349532831559824,0.0,0.0,0.2,1,0.10810810810810811,2898,20,10,2012,3
0.17647058823529413,0.9444444444444445,0.9314170776018688,0.0,0.0,0.01,0,0.7297297297297298,2637,21,10,2012,3
0.9550173010380624,0.9444444444444445,0.9286594861147158,0.0,0.0,0.01,0,0.7297297297297298,1777,22,10,2012,3
0.4878892733564014,0.9444444444444445,0.9254477030885024,0.0,0.0,0.01,0,0.7297297297297298,1015,23,10,2012,3
0.7750865051903114,0.9722222222222222,0.9196405398390866,0.0,0.0,0.01,0,0.7297297297297298,369,1,10,2012,4
0.5259515570934257,0.9166666666666667,0.9186672722553855,0.0,0.0,0.01,0,0.7297297297297298,312,2,10,2012,4
0.1903114186851211,0.9444444444444445,0.9150012976901117,0.0,0.0,0.01,0,0.7297297297297298,367,3,10,2012,4
0.02768166089965398,0.9444444444444445,0.9138658188424604,0.0,0.0,0.01,0,0.7297297297297298,835,4,10,2012,4
0.8304498269896194,0.9722222222222222,0.9126654554892292,0.0,0.0,0.01,0,0.7297297297297298,2726,5,10,2012,4
0.5640138408304499,0.9444444444444445,0.9107838048274073,0.0,0.0,0.01,0,0.7297297297297298,5689,6,10,2012,4
0.45674740484429066,0.9722222222222222,0.9102322865299767,0.0,0.0,0.01,0,0.7297297297297298,6990,7,10,2012,4
0.2768166089965398,1.0,0.914417337139891,0.0,0.0,0.01,0,0.7297297297297298,5985,8,10,2012,4
0.46366782006920415,0.0,0.9245393200103816,0.0,0.0,0.01,0,0.7297297297297298,5309,9,10,2012,4
0.46020761245674746,0.0,0.9381650661821958,0.0,0.0,0.01,0,0.7297297297297298,4603,10,10,2012,4
0.17647058823529413,0.888888888888889,0.9458538800934337,0.0,0.0,0.01,0,0.7297297297297298,4884,11,10,2012,4
0.6955017301038062,0.0,0.9569491305476253,0.0,0.0,0.01,0,0.7297297297297298,5104,12,10,2012,4
0.6816608996539792,0.0,0.96152348819102,0.0,0.0,0.01,0,0.7297297297297298,5178,13,10,2012,4
0.3633217993079585,0.0,0.9645730599532831,0.0,0.0,0.01,0,0.7297297297297298,5501,14,10,2012,4
0.8408304498269896,0.0,0.9673306514404361,0.0,0.0,0.01,0,0.7297297297297298,5713,15,10,2012,4
0.8027681660899655,0.17500000000000002,0.9669737866597456,0.0,0.0,0.2,1,0.10810810810810811,6292,16,10,2012,4
0.04498269896193771,0.35000000000000003,0.9657085388009344,0.0,0.0,0.2,1,0.10810810810810811,6057,17,10,2012,4
0.7750865051903114,0.5277777777777778,0.96145860368544,0.0,0.0,0.4,1,0.6486486486486487,4907,18,10,2012,4
0.726643598615917,0.47222222222222227,0.9533155982351416,0.0,0.0,0.4,1,0.6486486486486487,3503,19,10,2012,4
0.6920415224913495,0.5277777777777778,0.9487087983389567,0.0,0.0,0.4,1,0.6486486486486487,3037,20,10,2012,4
0.5674740484429066,0.0,0.9465676096548145,0.0,0.0,0.75,1,0.05405405405405406,2822,21,10,2012,4
0.16608996539792387,0.3888888888888889,0.9452374772904232,0.0,0.0,0.75,1,0.05405405405405406,1992,22,10,2012,4
0.45674740484429066,0.47222222222222227,0.9444588632234623,0.0,0.0,0.75,1,0.05405405405405406,1166,23,10,2012,4
0.40830449826989623,0.5,0.94231767453932,0.0,0.0,0.4,1,0.6486486486486487,388,1,10,2012,5
0.47750865051903113,0.4166666666666667,0.938424604204516,0.0,0.0,0.0,0,0.7297297297297298,368,3,10,2012,5
0.8373702422145329,0.3888888888888889,0.9187970412665455,0.0,0.0,0.75,1,0.05405405405405406,2489,5,10,2012,5
0.6228373702422145,0.3888888888888889,0.9156501427459124,0.0,0.0,0.9,1,0.5135135135135136,5537,6,10,2012,5
0.629757785467128,0.4444444444444445,0.9138658188424604,0.0,0.0,0.9,1,0.5135135135135136,6628,7,10,2012,5
0.16955017301038064,0.4444444444444445,0.9102322865299767,0.0,0.0,0.9,1,0.5135135135135136,5534,8,10,2012,5
0.6228373702422145,0.3611111111111111,0.9084479626265247,0.0,0.0,0.75,1,0.05405405405405406,5403,9,10,2012,5
0.4290657439446367,0.0,0.9087399429016352,0.0,0.0,0.75,1,0.05405405405405406,4770,10,10,2012,5
0.795847750865052,0.3055555555555556,0.9083830781209448,0.0,0.0,0.9,1,0.5135135135135136,5217,11,10,2012,5
0.00692041522491349,0.4166666666666667,0.9101025175188164,0.0,0.0,0.9,1,0.5135135135135136,5870,12,10,2012,5
0.5951557093425606,0.3055555555555556,0.9130223202699196,0.0,0.0,0.75,1,0.05405405405405406,5967,13,10,2012,5
0.2768166089965398,0.3055555555555556,0.9141577991175707,0.0,0.0,0.9,1,0.5135135135135136,6108,14,10,2012,5
0.9480968858131489,0.3055555555555556,0.9145795484038413,0.0,0.0,0.9,1,0.5135135135135136,6128,15,10,2012,5
0.754325259515571,0.33333333333333337,0.9139955878536207,0.0,0.0,0.9,1,0.5135135135135136,6069,16,10,2012,5
